username,title,short_description,budget,category,offers,expiry_date,url,avatar_url_source,avatar_filename_for_web,full_description,requirements
Łukasz Cichocki,"Stworzenie prostej strony z ogłoszeniami pracy zdalnej – bez czatu, tylko linki zewnętrzne","Szukam osoby do stworzenia prostej strony z ogłoszeniami pracy zdalnej. Nie chcę rozbudowanego serwisu – zależy mi na minimalistycznej, łatwej w obsłudze stronie, która ma działać jak tablica ogłoszeń.

Na stronie użytkownicy będą...",Do negocjacji,Strony internetowe,25,Znika za 30 dni,"https://useme.com/pl/jobs/stworzenie-prostej-strony-z-ogoszeniami-pracy-zdalnej-bez-czatu-tylko-linki-zewn,115570/",https://useme-prod-public.s3.amazonaws.com/avatars/047/469247.png,Łukasz_Cichocki_155b66404ca6324cd21164d7918f1db1.png,"Szukam osoby do stworzenia prostej strony z ogłoszeniami pracy zdalnej. Nie chcę rozbudowanego serwisu – zależy mi na minimalistycznej, łatwej w obsłudze stronie, która ma działać jak tablica ogłoszeń.
Na stronie użytkownicy będą mogli:
przeglądać listę ogłoszeń (praca zdalna, freelance, online)
dodać własne ogłoszenie za opłatą
w ogłoszeniu wstawić zewnętrzny link do aplikacji – np. do formularza Google, profilu na Instagramie, WhatsAppa, Facebooka, strony www itp.
WAŻNE:
Nie chcę systemu wiadomości / czatu / rejestracji użytkowników.
Nie chcę, żeby ktokolwiek pisał do siebie przez moją stronę.
Komunikacja odbywa się poza stroną – przez link podany przez ogłoszeniodawcę.
System ma być maksymalnie uproszczony:
Strona główna: lista ogłoszeń (tytuł, opis, przycisk np. ""Przejdź do aplikacji"")
Formularz „Dodaj ogłoszenie” (tytuł, opis, kategoria, link zewnętrzny, e-mail kontaktowy)
Płatność za dodanie ogłoszenia (np Stripe / Tpay / Przelewy24 / payu / paypal)
Regulamin, Polityka prywatności, Kontakt
Technologia: preferuję WordPress + WP Job Manager (lub inna, jeśli zaproponujesz coś lepszego, np. Webflow, Carrd + Tally.so)
Dodatkowo:
Pomoc przy instalacji na moim hostingu i domenie
Całość w prostym, estetycznym stylu (mobile-friendly)
Możliwość ręcznej akceptacji ogłoszeń przed publikacją
Proszę o:
wycenę (całościową)
termin realizacji
portfolio lub przykłady podobnych projektów
Szukam osoby do stworzenia prostej strony z ogłoszeniami pracy zdalnej. Nie chcę rozbudowanego serwisu – zależy mi na minimalistycznej, łatwej w obsłudze stronie, która ma działać jak tablica ogłoszeń.
Na stronie użytkownicy będą mogli:
przeglądać listę ogłoszeń (praca zdalna, freelance, online)
dodać własne ogłoszenie za opłatą
w ogłoszeniu wstawić zewnętrzny link do aplikacji – np. do formularza Google, profilu na Instagramie, WhatsAppa, Facebooka, strony www itp.
WAŻNE:
Nie chcę systemu wiadomości / czatu / rejestracji użytkowników.
Nie chcę, żeby ktokolwiek pisał do siebie przez moją stronę.
Komunikacja odbywa się poza stroną – przez link podany przez ogłoszeniodawcę.
System ma być maksymalnie uproszczony:
Strona główna: lista ogłoszeń (tytuł, opis, przycisk np. ""Przejdź do aplikacji"")
Formularz „Dodaj ogłoszenie” (tytuł, opis, kategoria, link zewnętrzny, e-mail kontaktowy)
Płatność za dodanie ogłoszenia (np Stripe / Tpay / Przelewy24 / payu / paypal)
Regulamin, Polityka prywatności, Kontakt
Technologia: preferuję WordPress + WP Job Manager (lub inna, jeśli zaproponujesz coś lepszego, np. Webflow, Carrd + Tally.so)
Dodatkowo:
Pomoc przy instalacji na moim hostingu i domenie
Całość w prostym, estetycznym stylu (mobile-friendly)
Możliwość ręcznej akceptacji ogłoszeń przed publikacją
Proszę o:
wycenę (całościową)
termin realizacji
portfolio lub przykłady podobnych projektów",
eMateusz,Film UGS wkładki do butów,"Krótki, przyciągający uwagę film promujący wkładki do butów na (reklama FB) – idealny dla osób ceniących komfort na co dzień. Dynamiczne ujęcia pokazujące, jak wkładki poprawiają wygodę chodzenia, redukują ból stóp i wspierają aktywny tryb życia....",Do negocjacji,Video,9,Znika za 30 dni,"https://useme.com/pl/jobs/film-ugs-wkadki-do-butow,115569/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Krótki, przyciągający uwagę film promujący wkładki do butów na (reklama FB) – idealny dla osób ceniących komfort na co dzień. Dynamiczne ujęcia pokazujące, jak wkładki poprawiają wygodę chodzenia, redukują ból stóp i wspierają aktywny tryb życia. Napisy , lektor, muzyka w tle – wszystko dostosowane do szybkiego odbioru w social media. 3 odrębne hooki Czas trwania: 15–30 sekund.
Krótki, przyciągający uwagę film promujący wkładki do butów na (reklama FB) – idealny dla osób ceniących komfort na co dzień. Dynamiczne ujęcia pokazujące, jak wkładki poprawiają wygodę chodzenia, redukują ból stóp i wspierają aktywny tryb życia. Napisy , lektor, muzyka w tle – wszystko dostosowane do szybkiego odbioru w social media. 3 odrębne hooki Czas trwania: 15–30 sekund.",
Paulina Chaładus,Złożenie e-booka,"Szukam osoby, która złoży e-booka w formacie PDF na podstawie gotowego tekstu (ok. 50 - 60 stron). Potrzebuję estetycznego, nowoczesnego układu z grafikami, ikonami i spójnym stylem. Okładkę już posiadam.

Mile widziana znajomość Canvy lub...",Do negocjacji,Grafika 2D,34,Znika za 30 dni,"https://useme.com/pl/jobs/zozenie-e-booka,115568/",https://useme-prod-public.s3.amazonaws.com/avatars/078/092778_xEbspzo.png,Paulina_Chaładus_407e5577590ae31b79abca13edee25a7.png,"Szukam osoby, która złoży e-booka w formacie PDF na podstawie gotowego tekstu (ok. 50 - 60 stron). Potrzebuję estetycznego, nowoczesnego układu z grafikami, ikonami i spójnym stylem. Okładkę już posiadam.
Mile widziana znajomość Canvy lub InDesign. E-book będzie sprzedawany, więc zależy mi na profesjonalnym wyglądzie.
Proszę o portfolio, wycenę za całość oraz przybliżony czas realizacji
Szukam osoby, która złoży e-booka w formacie PDF na podstawie gotowego tekstu (ok. 50 - 60 stron). Potrzebuję estetycznego, nowoczesnego układu z grafikami, ikonami i spójnym stylem. Okładkę już posiadam.
Mile widziana znajomość Canvy lub InDesign. E-book będzie sprzedawany, więc zależy mi na profesjonalnym wyglądzie.
Proszę o portfolio, wycenę za całość oraz przybliżony czas realizacji",
MARTA,Montaż wideo,"Poszukuję zleceniobiorcy do montażu wideo długich i krótkich treści.
Zależy nam na wysokiej jakości montażu, dlatego budżet jest do ustalenia.

Zakres:
- 4 filmy na youtube do 15 minut / msc
- 10 rolek / msc 

Proszę o oferty TYLKO z załączonym...",Do negocjacji,Social media,9,Znika za 30 dni,"https://useme.com/pl/jobs/montaz-wideo,115567/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Poszukuję zleceniobiorcy do montażu wideo długich i krótkich treści.
Zależy nam na wysokiej jakości montażu, dlatego budżet jest do ustalenia.
Zakres:
- 4 filmy na youtube do 15 minut / msc
- 10 rolek / msc 
Proszę o oferty TYLKO z załączonym portfolio/przykładami realizacji.
Poszukuję zleceniobiorcy do montażu wideo długich i krótkich treści.
Zależy nam na wysokiej jakości montażu, dlatego budżet jest do ustalenia.
Zakres:
- 4 filmy na youtube do 15 minut / msc
- 10 rolek / msc
Proszę o oferty TYLKO z załączonym portfolio/przykładami realizacji.",
MARTA,Prowadzenie Social Mediów,"Poszukuję (na już) do współpracy dla marki z sektora finansowego osoby, która zajmie się prowadzeniem social mediów. 

Zakres obowiązków:
- wymyślanie innowacyjnych treści, innych niż te tworzone przez konkurencję,  
- nagrywanie treści filmowych...",Do negocjacji,Social media,5,Znika za 30 dni,"https://useme.com/pl/jobs/prowadzenie-social-mediow,115566/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Poszukuję (na już) do współpracy dla marki z sektora finansowego osoby, która zajmie się prowadzeniem social mediów. 
Zakres obowiązków:
- wymyślanie innowacyjnych treści, innych niż te tworzone przez konkurencję,  
- nagrywanie treści filmowych (przyjazd do naszego biura lub nagrywki w studio/w terenie naszych pracowników) w Gdańsku (planowo max. 2-3 dni filmowe na msc)
-montaż, dodawanie i tworzenie postów
Kanały:
długi format - youtube do 15 min. (4 filmy na miesiąc)
krótki format - TikTok, Instagram, Facebook ( 10 postów na miesiąc - reels/karuzele) te same treści na wszystkie 3 platformy
Wymagania:
- innowacyjność i kreatywność
- wysoka jakość montażu
Proszę o pozostawienie oferty tylko z portoflio pokazującym sposób montażu/dotychczasowe współprace. Wynagrodzenie do ustalenia.
Poszukuję (na już) do współpracy dla marki z sektora finansowego osoby, która zajmie się prowadzeniem social mediów.
Zakres obowiązków:
- wymyślanie innowacyjnych treści, innych niż te tworzone przez konkurencję,
- nagrywanie treści filmowych (przyjazd do naszego biura lub nagrywki w studio/w terenie naszych pracowników) w Gdańsku (planowo max. 2-3 dni filmowe na msc)
-montaż, dodawanie i tworzenie postów
Kanały:
długi format - youtube do 15 min. (4 filmy na miesiąc)
krótki format - TikTok, Instagram, Facebook ( 10 postów na miesiąc - reels/karuzele) te same treści na wszystkie 3 platformy
Wymagania:
- innowacyjność i kreatywność
- wysoka jakość montażu
Proszę o pozostawienie oferty tylko z portoflio pokazującym sposób montażu/dotychczasowe współprace. Wynagrodzenie do ustalenia.",
Stanislaw S,Zrobienie ciekawej strony www,"Poszukuję osoby, która stworzy lub poprawi istniejącą stronę internetową, a jeśli to możliwe – również ją wypozycjonuje. Jest to wstępny projekt, który w przyszłości może rozwinąć się także o media społecznościowe. Nie ukrywam, że interesuje mnie...","500,00 PLN",Strony internetowe,27,Znika za 30 dni,"https://useme.com/pl/jobs/zrobienie-ciekawej-strony-www,115565/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Poszukuję osoby, która stworzy lub poprawi istniejącą stronę internetową, a jeśli to możliwe – również ją wypozycjonuje. Jest to wstępny projekt, który w przyszłości może rozwinąć się także o media społecznościowe. Nie ukrywam, że interesuje mnie osoba z artystycznym zacięciem, lubiąca prostotę.
Poszukuję osoby, która stworzy lub poprawi istniejącą stronę internetową, a jeśli to możliwe – również ją wypozycjonuje. Jest to wstępny projekt, który w przyszłości może rozwinąć się także o media społecznościowe. Nie ukrywam, że interesuje mnie osoba z artystycznym zacięciem, lubiąca prostotę.",
Ligas,Retail Sales Agent / Wholesale Brand Rep,"Looking to connect with a wholesale brand rep/agent to facilitate the expansion of my premium activewear brand, LIGAS, into retailers in Poland and the EU.

We produce entirely in Poland using Polish fabrics, and are currently stocked in...",Do negocjacji,Sprzedaż i obsługa sprzedaży,2,Znika za 30 dni,"https://useme.com/pl/jobs/retail-sales-agent-wholesale-brand-rep,115564/",https://useme-prod-public.s3.amazonaws.com/avatars/081/383881.png,Ligas_d9d429756ed22a1d27fa1cb08f5e0afd.png,"Looking to connect with a wholesale brand rep/agent to facilitate the expansion of my premium activewear brand, LIGAS, into retailers in Poland and the EU.
We produce entirely in Poland using Polish fabrics, and are currently stocked in several boutiques in Poland. Ideally seeking someone with existing buyer relationships who works on a commission basis.
https://ligaskrakow.com/en/collections/new 
Info from Useme:
If you live in Poland, only apply for this job if you have:
- a valid student card (and you are under 26 y.o.);
- a current job based on umowa o pracę or umowa zlecenia;
- your own business.
Looking to connect with a wholesale brand rep/agent to facilitate the expansion of my premium activewear brand, LIGAS, into retailers in Poland and the EU.
We produce entirely in Poland using Polish fabrics, and are currently stocked in several boutiques in Poland. Ideally seeking someone with existing buyer relationships who works on a commission basis.
https://ligaskrakow.com/en/collections/new
Info from Useme:
If you live in Poland, only apply for this job if you have:
- a valid student card (and you are under 26 y.o.);
- a current job based on umowa o pracę or umowa zlecenia;
- your own business.",
Daria1991,Prowadzenie kampanii reklamowej na Facebooku,"Wykonuję makijaż permanentny 
- brwi, ust 
Chcę zlecić kampanię reklamową, 
Na Facebooku","500,00 PLN",Kampanie reklamowe,7,Znika za 30 dni,"https://useme.com/pl/jobs/prowadzenie-kampanii-reklamowej-na-facebooku,115563/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Wykonuję makijaż permanentny 
- brwi, ust 
Chcę zlecić kampanię reklamową, 
Na Facebooku
Wykonuję makijaż permanentny
- brwi, ust
Chcę zlecić kampanię reklamową,
Na Facebooku",
Neonia,Stworzenie profesjonalnego konta instagram,Szukam osoby to prowadzenia profesjonalnego konta z branży medycyny estetycznej (najlepiej jeśli już byłoby jakieś pojęcie o temacie) zależy mi na tworzeniu 2 rolek tygodniowo i planowaniu kolejnych kroków w sm,Do negocjacji,Social media,11,Znika za 30 dni,"https://useme.com/pl/jobs/stworzenie-profesjonalnego-konta-instagram,115562/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Szukam osoby to prowadzenia profesjonalnego konta z branży medycyny estetycznej (najlepiej jeśli już byłoby jakieś pojęcie o temacie) zależy mi na tworzeniu 2 rolek tygodniowo i planowaniu kolejnych kroków w sm
Szukam osoby to prowadzenia profesjonalnego konta z branży medycyny estetycznej (najlepiej jeśli już byłoby jakieś pojęcie o temacie) zależy mi na tworzeniu 2 rolek tygodniowo i planowaniu kolejnych kroków w sm",
MgDesign,Wystawianie ofert na Amazon,"Poszukuję osoby do wystawiania ofert na Amazon, oferty wystawiane poprzez Baselinker.  Do wystawienia mam około 5 tys ofert. Oferty wraz ze zdjęciami są gotowe w Baselinker.",Do negocjacji,Sprzedaż i obsługa sprzedaży,8,Znika za 30 dni,"https://useme.com/pl/jobs/wystawianie-ofert-na-amazon,115561/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Poszukuję osoby do wystawiania ofert na Amazon, oferty wystawiane poprzez Baselinker.  Do wystawienia mam około 5 tys ofert. Oferty wraz ze zdjęciami są gotowe w Baselinker.
Poszukuję osoby do wystawiania ofert na Amazon, oferty wystawiane poprzez Baselinker.  Do wystawienia mam około 5 tys ofert. Oferty wraz ze zdjęciami są gotowe w Baselinker.",
Ardaso,Stworzenie etykiet produktowych,"Poszukuję osoby która stworzyłaby mi kilka etykiet produktowych. 
Są to naklejki na kanistry z impregnatami. 
Już mam etykiety, ale potrzebuję odświeżyć ich wygląd, posiadam już logo, teksty, pogląd na to jak bym chciała by nowe wyglądały.
Zależy...",Do negocjacji,Grafika 2D,33,Znika za 30 dni,"https://useme.com/pl/jobs/stworzenie-etykiet-produktowych,115559/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Poszukuję osoby która stworzyłaby mi kilka etykiet produktowych. 
Są to naklejki na kanistry z impregnatami. 
Już mam etykiety, ale potrzebuję odświeżyć ich wygląd, posiadam już logo, teksty, pogląd na to jak bym chciała by nowe wyglądały.
Zależy mi na tym by były one mało skomplikowane oraz czytelne, także będzie to biała czcionka na czarny tle, oraz naklejka drugi rodzaj produktu w tym samym stylu, ale czarne na białym, zachowujac spójność marki. 
W załączniku jedna z nich, któą robimy z brązowej na czarno-białą.
Inspiracje chętnie omówię szczegóły po kontakcie.
Poszukuję osoby która stworzyłaby mi kilka etykiet produktowych.
Są to naklejki na kanistry z impregnatami.
Już mam etykiety, ale potrzebuję odświeżyć ich wygląd, posiadam już logo, teksty, pogląd na to jak bym chciała by nowe wyglądały.
Zależy mi na tym by były one mało skomplikowane oraz czytelne, także będzie to biała czcionka na czarny tle, oraz naklejka drugi rodzaj produktu w tym samym stylu, ale czarne na białym, zachowujac spójność marki.
W załączniku jedna z nich, któą robimy z brązowej na czarno-białą.
Inspiracje chętnie omówię szczegóły po kontakcie.",
Bartek,"Dokończenie aplikacji django, api","Jak w tytule zlecę dokończenie aplikacji o stacku technologicznym django, api.
Główna funkcjonalność do pobieranie danych do pliku CSV z publicznych rejestrów oraz upload plików na serwer.",Do negocjacji,Aplikacje webowe,10,Znika za 30 dni,"https://useme.com/pl/jobs/dokonczenie-aplikacji-django-api,115558/",https://useme-prod-public.s3.amazonaws.com/avatars/015/250315.png,Bartek_9f2979912606d2d0e8a25efe2bce0916.png,"Jak w tytule zlecę dokończenie aplikacji o stacku technologicznym django, api.
Główna funkcjonalność do pobieranie danych do pliku CSV z publicznych rejestrów oraz upload plików na serwer.
Jak w tytule zlecę dokończenie aplikacji o stacku technologicznym django, api.
Główna funkcjonalność do pobieranie danych do pliku CSV z publicznych rejestrów oraz upload plików na serwer.",
grs-office,Excel / PowerBI - dashboard - analiza kosztów,"Poszukujemy osoby ze znajomością Excel i Power BI doświadczonej w analizie kosztów firmy. 
Dane należy importować przez API systemu SaldeoSmart.

Rodzaje kategorii i analizy omówimy z zainteresowanymi osobami.",Do negocjacji,Projekty IT,8,Znika za 30 dni,"https://useme.com/pl/jobs/excel-powerbi-dashboard-analiza-kosztow,115553/",https://useme-prod-public.s3.amazonaws.com/avatars/094/187194_ST74yWS.png,grs-office_8a6a9f3e58ddccf3c5ba06c028caed5b.png,"Poszukujemy osoby ze znajomością Excel i Power BI doświadczonej w analizie kosztów firmy. 
Dane należy importować przez API systemu SaldeoSmart.
Rodzaje kategorii i analizy omówimy z zainteresowanymi osobami.
Poszukujemy osoby ze znajomością Excel i Power BI doświadczonej w analizie kosztów firmy.
Dane należy importować przez API systemu SaldeoSmart.
Rodzaje kategorii i analizy omówimy z zainteresowanymi osobami.",
Paula,Tłumaczenie z angielskiego na polski,Tłumaczenie tekstów z angielskiego na polski,Do negocjacji,Język angielski,14,Znika za 30 dni,"https://useme.com/pl/jobs/tumaczenie-z-angielskiego-na-polski,115556/",https://useme-prod-public.s3.amazonaws.com/avatars/052/482252.png,Paula_cd3d991b9217f340e6225c636dc4b37f.png,"Tłumaczenie tekstów z angielskiego na polski
Tłumaczenie tekstów z angielskiego na polski",
Mariusz,Oprogramowanie do zarządzania self storage,"Cel: Stworzenie aplikacji (Android/iOS + web) do zarządzania boxami magazynowymi, z funkcjami rejestracji, płatności, podpisu umowy, otwierania boxa oraz późniejszego zarządzania jako SaaS.

Użytkownik końcowy:

Rejestracja/logowanie z...",Do negocjacji,Oprogramowanie,10,Znika za 30 dni,"https://useme.com/pl/jobs/oprogramowanie-do-zarzadzania-self-storage,115555/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Cel: Stworzenie aplikacji (Android/iOS + web) do zarządzania boxami magazynowymi, z funkcjami rejestracji, płatności, podpisu umowy, otwierania boxa oraz późniejszego zarządzania jako SaaS.
Użytkownik końcowy:
Rejestracja/logowanie z weryfikacją 2FA
Wybór lokalizacji i boxa (rozmiar, ogrzewanie, cena)
Rezerwacja z akceptacją umowy (PDF + checkbox)
Płatności online (Stripe, PayU, Przelewy24)
Otwieranie boxa przez aplikację (integracja z zamkami elektronicznymi)
Historia rezerwacji, płatności, faktury PDF
Panel administratora (etap II):
Zarządzanie lokalizacjami, boxami, użytkownikami
Statystyki: przychody, wynajęcie, aktywność
Edycja danych, logi, faktury
Technologia:
Aplikacja mobilna (Flutter/React Native)
Strona jako PWA (web + mobile)
System SaaS z opcją subskrypcji (dla klientów zagranicznych)
API do płatności i zamków
Funkcje planowane:
Ogrzewanie zdalne z saldem prepaid
Dynamiczne cenniki, promocje
Obsługa wielu języków
Cel: Stworzenie aplikacji (Android/iOS + web) do zarządzania boxami magazynowymi, z funkcjami rejestracji, płatności, podpisu umowy, otwierania boxa oraz późniejszego zarządzania jako SaaS.
Użytkownik końcowy:
Rejestracja/logowanie z weryfikacją 2FA
Wybór lokalizacji i boxa (rozmiar, ogrzewanie, cena)
Rezerwacja z akceptacją umowy (PDF + checkbox)
Płatności online (Stripe, PayU, Przelewy24)
Otwieranie boxa przez aplikację (integracja z zamkami elektronicznymi)
Historia rezerwacji, płatności, faktury PDF
Panel administratora (etap II):
Zarządzanie lokalizacjami, boxami, użytkownikami
Statystyki: przychody, wynajęcie, aktywność
Edycja danych, logi, faktury
Technologia:
Aplikacja mobilna (Flutter/React Native)
Strona jako PWA (web + mobile)
System SaaS z opcją subskrypcji (dla klientów zagranicznych)
API do płatności i zamków
Funkcje planowane:
Ogrzewanie zdalne z saldem prepaid
Dynamiczne cenniki, promocje
Obsługa wielu języków",
grs-office,System rozliczania wyciągów bankowych,"Poszukujemy osoby która zbuduje system do rozliczania / parowania transakcji z wyciągów bankowych mBank z fakturami w Microsoft Lists (możliwość eksportu np. do Excel lub csv)

Chcemy aby proces był maksymalnie zautomatyzowany i prosty, a...",Do negocjacji,Projekty IT,16,Znika za 30 dni,"https://useme.com/pl/jobs/system-rozliczania-wyciagow-bankowych,115554/",https://useme-prod-public.s3.amazonaws.com/avatars/094/187194_ST74yWS.png,grs-office_8a6a9f3e58ddccf3c5ba06c028caed5b.png,"Poszukujemy osoby która zbuduje system do rozliczania / parowania transakcji z wyciągów bankowych mBank z fakturami w Microsoft Lists (możliwość eksportu np. do Excel lub csv)
Chcemy aby proces był maksymalnie zautomatyzowany i prosty, a użytkownik aby mógł ręcznie sparować te transakcje które się 'nie rozliczyły'.
Chcemy też zachować historię parowania oraz aby system dawał pewność, że wszystkie wydatki (poza określonymi wyjątkami jak prowizje / opłaty bankowe) się rozliczyły po stronie dokumentów.
W ofercie proszę o wstępne opisanie narzędzi które będą wykorzystane.
Poszukujemy osoby która zbuduje system do rozliczania / parowania transakcji z wyciągów bankowych mBank z fakturami w Microsoft Lists (możliwość eksportu np. do Excel lub csv)
Chcemy aby proces był maksymalnie zautomatyzowany i prosty, a użytkownik aby mógł ręcznie sparować te transakcje które się 'nie rozliczyły'.
Chcemy też zachować historię parowania oraz aby system dawał pewność, że wszystkie wydatki (poza określonymi wyjątkami jak prowizje / opłaty bankowe) się rozliczyły po stronie dokumentów.
W ofercie proszę o wstępne opisanie narzędzi które będą wykorzystane.",
Max,Wkładki do powiększenia biustu,"Szukamy doświadczonej kreatorki, która nagra 3 maksymalnie 30 sekundowe video przedstawiające nasz produkt - Miclo Cups. Skrypty filmów zostaną przygotowane oraz wysłane przez nas:) Produkt wymaga pokazania się w stroju odkrywającym biust, tzn. w...",Do negocjacji,Video,3,Znika za 30 dni,"https://useme.com/pl/jobs/wkadki-do-powiekszenia-biustu,115576/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Szukamy doświadczonej kreatorki, która nagra 3 maksymalnie 30 sekundowe video przedstawiające nasz produkt - Miclo Cups. Skrypty filmów zostaną przygotowane oraz wysłane przez nas:) Produkt wymaga pokazania się w stroju odkrywającym biust, tzn. w taki sposób aby klientki mogły zobaczyć różnicę przed i po zastosowaniu naszego produktu.
Szukamy doświadczonej kreatorki, która nagra 3 maksymalnie 30 sekundowe video przedstawiające nasz produkt - Miclo Cups. Skrypty filmów zostaną przygotowane oraz wysłane przez nas:) Produkt wymaga pokazania się w stroju odkrywającym biust, tzn. w taki sposób aby klientki mogły zobaczyć różnicę przed i po zastosowaniu naszego produktu.",
Magdalena Szydłowska,Projekt i skład planerów i kalendarzy fizycznych,"Szukam osoby do współpracy przy projekcie i składzie kalendarzy i planerów fizycznych (na początek). Szukam osoby, która nie boi się kolorów, bo to nie będzie kolejna minimalistyczna marka :) 
Późniejsza współpraca możliwa przy projekcie takich...",Do negocjacji,Grafika 2D,22,Znika za 90 dni,"https://useme.com/pl/jobs/projekt-i-skad-planerow-i-kalendarzy-fizycznych,115550/",https://useme-prod-public.s3.amazonaws.com/avatars/092/482292.png,Magdalena_Szydłowska_0c6d3342ff22d1b3c4f239dfc01845cb.png,"Szukam osoby do współpracy przy projekcie i składzie kalendarzy i planerów fizycznych (na początek). Szukam osoby, która nie boi się kolorów, bo to nie będzie kolejna minimalistyczna marka :) 
Późniejsza współpraca możliwa przy projekcie takich produktów jak kalendarze ścienne, na biurko, listy zadań, habit trackery, naklejki
Szukam osoby do współpracy przy projekcie i składzie kalendarzy i planerów fizycznych (na początek). Szukam osoby, która nie boi się kolorów, bo to nie będzie kolejna minimalistyczna marka :)
Późniejsza współpraca możliwa przy projekcie takich produktów jak kalendarze ścienne, na biurko, listy zadań, habit trackery, naklejki",
webclimbers,Obróbka obrazów oraz edycja stron produktowych w sklepie eCommerce,"Poszukujemy grafika do tworzenia stron produktowych w sklepie internetowym. Zakres pracy nie jest skomplikowany, niemniej jednak musisz bardzo dobrze poruszać się w środowisku dowolnego programu graficznego typu Photoshop, CorelDraw, Gimp lub...",Do negocjacji,Grafika 2D,11,Znika za 30 dni,"https://useme.com/pl/jobs/obrobka-obrazow-oraz-edycja-stron-produktowych-w-sklepie-ecommerce,115551/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Poszukujemy grafika do tworzenia stron produktowych w sklepie internetowym. Zakres pracy nie jest skomplikowany, niemniej jednak musisz bardzo dobrze poruszać się w środowisku dowolnego programu graficznego typu Photoshop, CorelDraw, Gimp lub inny. 
Do Twoich zadań będzie należało:
➡️ wyszukiwanie grafik w Internecie,
➡️ pobieranie grafik,
➡️ edycja grafik (w tym kadrowanie, ewentualna poprawa jakości poprzez powiększenie - wyostrzenie obrazu, a także usuwanie oraz dodawanie tekstów - opisów). 
➡️ kompresja obrazów poniżej 200kb, 
Grafiki będą podzielone na 2 kategorie: 
1. Grafiki do galerii produktu: format kwadrat, png lub jpg, rozmiar przykładowo 900x900px, bez tekstu lub z minimalną ilością tekstu,
2. Grafiki w opisie produktu: format kwadrat lub prostokąt, png lub jpg, rozmiar przykładowo 750x950px, z większą ilością tekstu,
Kolejnym Twoim zadaniem będzie:
➡️ dodawanie grafik na stronę opartą o Wordpressa. Strona korzysta z edytora graficznego Elementor, którego nawet jeśli nie znasz to możesz nauczyć się jego podstawowej obsługi w 15 minut.
➡️ dodawanie do opisu strony (obok wcześniej przygotowanych grafik) tekstu generowanego w oparciu o ChatGPT.
Do wszystkich etapów pracy otrzymasz tutoriale wideo oraz prompty AI; 
✅ w tym jak wyszukać obrazy w sieci?
✅ jak dodawać edytowane grafiki oraz teksty na stronę poprzez Elementora,
✅ jak generować prompty w ChatGPT, by uzyskać odpowiedni opis produktu i dodać go na stronę, 
Praca ma charakter długoterminowy - prawdopodobnie wiele tygodni. Rozliczenie godzinowe. Przewidywana ilość godzin pracy na początku to 10-20 godzin tygodniowo.
Poszukujemy grafika do tworzenia stron produktowych w sklepie internetowym. Zakres pracy nie jest skomplikowany, niemniej jednak musisz bardzo dobrze poruszać się w środowisku dowolnego programu graficznego typu Photoshop, CorelDraw, Gimp lub inny.
Do Twoich zadań będzie należało:
➡️ wyszukiwanie grafik w Internecie,
➡️ pobieranie grafik,
➡️ edycja grafik (w tym kadrowanie, ewentualna poprawa jakości poprzez powiększenie - wyostrzenie obrazu, a także usuwanie oraz dodawanie tekstów - opisów).
➡️ kompresja obrazów poniżej 200kb,
Grafiki będą podzielone na 2 kategorie:
1. Grafiki do galerii produktu: format kwadrat, png lub jpg, rozmiar przykładowo 900x900px, bez tekstu lub z minimalną ilością tekstu,
2. Grafiki w opisie produktu: format kwadrat lub prostokąt, png lub jpg, rozmiar przykładowo 750x950px, z większą ilością tekstu,
Kolejnym Twoim zadaniem będzie:
➡️ dodawanie grafik na stronę opartą o Wordpressa. Strona korzysta z edytora graficznego Elementor, którego nawet jeśli nie znasz to możesz nauczyć się jego podstawowej obsługi w 15 minut.
➡️ dodawanie do opisu strony (obok wcześniej przygotowanych grafik) tekstu generowanego w oparciu o ChatGPT.
Do wszystkich etapów pracy otrzymasz tutoriale wideo oraz prompty AI;
✅ w tym jak wyszukać obrazy w sieci?
✅ jak dodawać edytowane grafiki oraz teksty na stronę poprzez Elementora,
✅ jak generować prompty w ChatGPT, by uzyskać odpowiedni opis produktu i dodać go na stronę,
Praca ma charakter długoterminowy - prawdopodobnie wiele tygodni. Rozliczenie godzinowe. Przewidywana ilość godzin pracy na początku to 10-20 godzin tygodniowo.",
